Date Range,Algorithm,Subfolder,CSV File,By Type,Buy Trade Count,Strong Buy Trade Count,Total Trades,Buy Win Rate (%),Strong Buy Win Rate (%),Overall Win Rate (%),Total Profit Buy (%),Total Profit Strong Buy (%),Avg Profit Buy (%),Avg Profit Strong Buy (%),Max Profit Buy (%),Min Profit Buy (%),Max Profit Strong Buy (%),Min Profit Strong Buy (%),Mean Buy,Volatility Buy,Relative Volatility Buy (%),Mean Strong Buy,Volatility Strong Buy,Relative Volatility Strong Buy (%),Overall Profit (%),Overall Max Profit (%),Overall Min Profit (%),Overall Mean,Overall Volatility,Overall Relative Volatility (%),Avg Holding Period (Days),Trade Frequency (Trades per Month),Time-Weighted Returns (%)
2022-11-01-2023-11-01,Dimbeta,Europe_assets,BP_DimBeta_signals.csv,Unknown,11,6,17,27.27272727272727,83.33333333333334,47.05882352941176,-4.0638556914795005,11.028648080963984,-0.36944142649813644,1.8381080134939973,5.350994590102442,-2.896549619477371,8.622560230685743,-6.439077916808911,36.43999966708097,1.611498463706833,4.422333914461098,36.31666692097982,1.1866293546264943,3.2674511601200633,6.964792389484484,8.622560230685743,-6.439077916808911,36.396470462574676,1.4767569789913262,4.057418096377856,10.705882352941176,1.574074074074074,0.06105866248440894
2022-11-01-2023-11-01,Dimbeta,Europe_assets,EQNR_DimBeta_signals.csv,Unknown,11,11,22,27.27272727272727,27.27272727272727,27.27272727272727,-11.568251834865528,-11.20259333013126,-1.051659257715048,-1.0184175754664782,1.8879265456411911,-5.837172543976524,5.5410926178442015,-6.059583141672997,32.67818173495206,2.818080292302157,8.623736519856559,29.306363712657582,1.4478843829494907,4.940511887266796,-22.770845164996786,5.5410926178442015,-6.059583141672997,30.99227272380482,2.803794224616507,9.04675255539728,6.590909090909091,2.0370370370370368,-0.21297491844558525
2022-11-01-2023-11-01,Dimbeta,Europe_assets,SHEL_DimBeta_signals.csv,Unknown,16,4,20,18.75,75.0,30.0,-11.193124603160488,14.041287427662681,-0.6995702876975305,3.5103218569156702,1.9912653094295851,-2.187788587181481,7.598039624901452,-1.3585150538974502,60.81625008583069,2.5128470709438986,4.1318678270980005,59.27499961853027,1.7013154052453048,2.8702073659962495,2.848162824502193,7.598039624901452,-2.187788587181481,60.50799999237061,2.4516295853286367,4.051744538966353,7.45,1.8518518518518516,0.02255555362440731
2022-11-01-2023-11-01,Dimbeta,Europe_assets,SLB_DimBeta_signals.csv,Unknown,3,10,13,66.66666666666666,30.0,38.46153846153847,19.66802263561364,2.7102050255559136,6.5560075452045465,0.27102050255559135,18.264353039917392,-1.2742996094811898,9.422137992509743,-5.358410974198947,55.856666564941406,6.07541621324592,10.876796964212634,52.15800018310547,5.025769546544475,9.635663807855071,22.378227661169554,18.264353039917392,-5.358410974198947,53.011538578913765,5.511422959803756,10.396647800741285,13.461538461538462,1.1890243902439024,0.21929662864098232
2022-11-01-2023-11-01,Dimbeta,Europe_assets,TTE_DimBeta_signals.csv,Unknown,16,10,26,18.75,20.0,19.230769230769234,-9.798063006099778,-3.9988884397588724,-0.6123789378812361,-0.39988884397588725,1.6160942481863203,-1.9227754765769063,9.799512805277981,-2.9267471844546478,63.78874969482422,1.7162051346293603,2.690451126319242,58.89500045776367,1.8761618329910907,3.1856045817277363,-13.79695144585865,9.799512805277981,-2.9267471844546478,61.906538449800934,2.972325629037664,4.801311304859788,5.6923076923076925,2.3564954682779455,-0.1352900299915113
2022-11-01-2023-11-01,Dimbeta,Europe_assets,BBVA_DimBeta_signals.csv,Unknown,13,9,22,38.46153846153847,33.33333333333333,36.36363636363637,5.427827441522558,-2.620754317998504,0.41752518780942754,-0.29119492422205595,10.37276918268721,-4.052286783202343,3.000000544956752,-3.361341395042563,7.211538498218243,0.824199742778323,11.428903041729004,7.352222177717421,0.3660837500907274,4.979225889013901,2.807073123524054,10.37276918268721,-4.052286783202343,7.2690909125588155,0.6789825451982587,9.34068033218817,7.136363636363637,2.049689440993789,0.019306336354433462
2022-11-01-2023-11-01,Dimbeta,Europe_assets,CB_DimBeta_signals.csv,Unknown,14,9,23,14.285714285714285,22.22222222222222,17.391304347826086,-4.34999681825856,0.2510665908918117,-0.31071405844704003,0.02789628787686797,5.095569556169768,-1.8944413368030952,5.859026365535069,-2.321355046415013,210.22999790736608,9.184594885750329,4.368831744838502,195.81888665093317,7.455925948575872,3.8075622204240234,-4.098930227366749,5.859026365535069,-2.321355046415013,204.5908674157184,11.070992978983659,5.411284051349153,7.043478260869565,2.065868263473054,-0.045972473210172726
2022-11-01-2023-11-01,Dimbeta,Europe_assets,HSBC_DimBeta_signals.csv,Unknown,18,4,22,22.22222222222222,50.0,27.27272727272727,5.1289207398132115,4.702151839356994,0.28494004110073395,1.1755379598392486,15.99746949161708,-3.4977815310706637,5.8313034666773715,-1.6859836804111672,37.980555322435166,2.68332800635488,7.0650046677169955,36.64999961853027,1.4559695932129664,3.9726319464320725,9.831072579170206,15.99746949161708,-3.4977815310706637,37.73863610354337,2.55732318484394,6.7764059565571495,7.090909090909091,2.088607594936709,0.08600935978501645
2022-11-01-2023-11-01,Dimbeta,Europe_assets,SAN_DimBeta_signals.csv,Unknown,12,9,21,33.33333333333333,33.33333333333333,33.33333333333333,5.367450525819697,-5.926991995585314,0.4472875438183081,-0.658554666176146,9.666665395100926,-3.694577809431194,7.843136600157664,-3.8461561974218377,3.5958333611488342,0.3559133636560649,9.897938194287011,3.6244444847106934,0.16806820757893126,4.637074958325555,-0.5595414697656169,9.666665395100926,-3.8461561974218377,3.608095271246774,0.29101825298962847,8.065703123439626,7.428571428571429,1.8805970149253732,-0.018824709360282577
2022-11-01-2023-11-01,Dimbeta,Europe_assets,UBS_DimBeta_signals.csv,Unknown,7,8,15,42.857142857142854,37.5,40.0,18.561024114348612,-2.844040293137891,2.6515748734783733,-0.35550503664223637,14.017178224307672,-2.5316516819373835,9.081834389608472,-8.931112726392323,20.43000057765416,1.848296517549254,9.046972419427517,21.22250008583069,2.278808421904802,10.737700142247897,15.716983821210722,14.017178224307672,-8.931112726392323,20.852666982014973,2.126058687344539,10.195620009556688,10.133333333333333,1.3975155279503106,0.1403623064185271
